Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes_Played,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Pass_Accuracy,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Interceptions,TklW,OG,Goals_per_90,Assists_per_90,Interceptions_per_90,Performance_Score,Predicted_Score,Value_Difference
1124,Rémi Himbert,fr FRA,FW,Lyon,fr Ligue 1,18.0,2008.0,6,1,131,1.5,1,0,1,1,0,0,0,0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,1124,fr FRA,FW,fr Ligue 1,18-058,2008.0,1.5,1,10,1,10.0,6.87,0.69,0.1,1.0,0,0,1410,fr FRA,FW,fr Ligue 1,18-058,2008.0,6,131,22,4.7,1.5,1,81.0,0,5,10.0,2,1.67,1,3,-2,-1.37,-1.98,1124,fr FRA,FW,fr Ligue 1,18-058,2008.0,1.5,0,0,0,2,4,0,2,0,3,0,0.6870229007633587,0.0,0.0,0.27480916030534347,0.20459478507368328,0.07021437523166019
34,Vasilije Adžić,me MNE,MF,Juventus,it Serie A,19.0,2006.0,10,1,171,1.9,1,0,1,1,0,0,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,34,me MNE,MF,it Serie A,19-351,2006.0,1.9,1,6,4,66.7,3.16,2.11,0.17,0.25,0,0,41,me MNE,MF,it Serie A,19-351,2006.0,10,171,17,5.6,1.9,1,57.0,0,9,13.0,21,1.6,2,3,-1,-0.53,-1.43,34,me MNE,MF,it Serie A,19-351,2006.0,1.9,0,0,0,3,2,0,4,3,2,0,0.5263157894736842,0.0,1.5789473684210527,0.6842105263157894,0.6145134310181432,0.06969709529764623
831,Ansu Fati,es ESP,"MF,FW",Monaco,fr Ligue 1,23.0,2002.0,22,9,938,10.4,9,0,9,6,3,4,1,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,831,es ESP,"MF,FW",fr Ligue 1,23-179,2002.0,10.4,9,38,20,52.6,3.65,1.92,0.16,0.3,3,4,1037,es ESP,"MF,FW",fr Ligue 1,23-179,2002.0,22,938,43,33.6,10.4,9,69.0,1,13,25.0,1,1.73,21,17,4,0.38,0.24,831,es ESP,"MF,FW",fr Ligue 1,23-179,2002.0,10.4,1,0,0,9,5,3,6,2,9,0,0.863539445628998,0.0,0.19189765458422176,0.4029850746268657,0.33426275587110266,0.06872231875576307
1826,Quentin Ndjantou Mbitcha,fr FRA,MF,Paris Saint-Germain,fr Ligue 1,18.0,2007.0,10,3,360,4.0,1,1,2,1,0,0,1,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1826,fr FRA,MF,fr Ligue 1,18-279,2007.0,4.0,1,9,3,33.3,2.25,0.75,0.11,0.33,0,0,2291,fr FRA,MF,fr Ligue 1,18-279,2007.0,10,360,36,13.3,4.0,3,67.0,1,7,23.0,1,2.1,11,3,8,2.0,0.65,1826,fr FRA,MF,fr Ligue 1,18-279,2007.0,4.0,1,0,0,7,2,0,4,2,1,0,0.25,0.25,0.5,0.32499999999999996,0.2574831515237255,0.06751684847627448
1673,Rodrigo Mendoza,es ESP,MF,Atlético Madrid,es La Liga,21.0,2005.0,6,6,345,3.8,0,1,1,0,0,0,1,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,1673,es ESP,MF,es La Liga,21-044,2005.0,3.8,0,4,0,0.0,1.04,0.0,0.0,,0,0,2096,es ESP,MF,es La Liga,21-044,2005.0,6,345,58,11.6,3.8,6,58.0,0,0,,1,1.0,4,8,-4,-1.04,-1.83,1673,es ESP,MF,es La Liga,21-044,2005.0,3.8,1,0,0,8,5,0,2,0,3,0,0.0,0.2608695652173913,0.0,0.07826086956521738,0.012316013691387843,0.06594485587382953
516,Rayan Cherki,fr FRA,MF,Manchester City,eng Premier League,22.0,2003.0,28,17,1557,17.3,4,10,14,4,0,0,1,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,516,fr FRA,MF,eng Premier League,22-254,2003.0,17.3,4,46,12,26.1,2.66,0.69,0.09,0.33,0,0,646,fr FRA,MF,eng Premier League,22-254,2003.0,28,1557,56,52.4,17.3,17,77.0,4,11,22.0,1,2.14,34,15,19,1.1,-0.05,516,fr FRA,MF,eng Premier League,22-254,2003.0,17.3,1,0,0,16,31,1,70,7,15,0,0.23121387283236994,0.5780346820809248,0.40462427745664736,0.3872832369942196,0.32269835580980816,0.06458488118441147
1670,Nuno Mendes,pt POR,DF,Paris Saint-Germain,fr Ligue 1,23.0,2002.0,20,13,1256,14.0,4,5,9,3,1,1,1,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,1670,pt POR,DF,fr Ligue 1,23-313,2002.0,14.0,4,30,15,50.0,2.15,1.07,0.1,0.2,1,1,2093,pt POR,DF,fr Ligue 1,23-313,2002.0,20,1256,63,46.5,14.0,13,85.0,10,7,22.0,4,2.25,29,12,17,1.22,-0.4,1670,pt POR,DF,fr Ligue 1,23-313,2002.0,14.0,1,0,0,12,25,3,44,14,20,0,0.28662420382165604,0.35828025477707004,1.003184713375796,0.5230891719745222,0.46005082424536525,0.06303834772915695
1586,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21.0,2004.0,2,1,119,1.3,0,1,1,0,0,0,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,1586,it ITA,DF,it Serie A,21-279,2004.0,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0,1987,it ITA,DF,it Serie A,21-279,2004.0,2,119,60,3.9,1.3,1,90.0,1,1,29.0,19,0.5,2,2,0,0.0,-0.58,1586,it ITA,DF,it Serie A,21-279,2004.0,1.3,0,0,0,2,0,0,2,1,2,0,0.0,0.7563025210084033,0.7563025210084033,0.45378151260504196,0.39122078833161034,0.06256072427343162
879,Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,19.0,2006.0,10,6,388,4.3,1,2,3,1,0,0,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,879,es ESP,"DF,MF",es La Liga,19-269,2006.0,4.3,1,10,4,40.0,2.32,0.93,0.1,0.25,0,0,1103,es ESP,"DF,MF",es La Liga,19-269,2006.0,10,388,39,13.1,4.3,6,54.0,0,4,16.0,2,1.6,7,4,3,0.7,1.01,879,es ESP,"DF,MF",es La Liga,19-269,2006.0,4.3,0,0,0,4,0,2,6,5,3,0,0.23195876288659795,0.4639175257731959,1.1597938144329896,0.5798969072164948,0.517844633930078,0.062052273286416826
1989,Joaquín Panichelli,ar ARG,FW,Strasbourg,fr Ligue 1,23.0,2002.0,27,24,2193,24.4,16,1,17,11,5,6,3,0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,1989,ar ARG,FW,fr Ligue 1,23-203,2002.0,24.4,16,58,31,53.4,2.38,1.27,0.19,0.35,5,6,2494,ar ARG,FW,fr Ligue 1,23-203,2002.0,27,2193,81,81.2,24.4,24,87.0,19,3,34.0,0,1.48,39,29,10,0.41,0.41,1989,ar ARG,FW,fr Ligue 1,23-203,2002.0,24.4,3,0,0,43,44,14,0,13,10,0,0.6566347469220246,0.04103967168262654,0.533515731874145,0.43502051983584133,0.3742050224637737,0.06081549737206765
1894,Ethan Nwaneri,eng ENG,MF,Marseille,fr Ligue 1,19.0,2007.0,9,3,324,3.6,2,1,3,2,0,0,1,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,1894,eng ENG,MF,fr Ligue 1,19-038,2007.0,3.6,2,9,3,33.3,2.5,0.83,0.22,0.67,0,0,2369,eng ENG,MF,fr Ligue 1,19-038,2007.0,9,324,36,11.6,3.6,3,56.0,0,6,26.0,4,1.11,8,5,3,0.83,0.29,1894,eng ENG,MF,fr Ligue 1,19-038,2007.0,3.6,1,0,0,4,1,0,9,3,1,0,0.5555555555555556,0.2777777777777778,0.8333333333333333,0.5555555555555556,0.4957034525998912,0.0598521029556644
719,Benjamín Domínguez,ar ARG,MF,Bologna,it Serie A,22.0,2003.0,13,5,482,5.4,0,3,3,0,0,0,1,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,719,ar ARG,MF,it Serie A,22-221,2003.0,5.4,0,11,1,9.1,2.05,0.19,0.0,0.0,0,0,897,ar ARG,MF,it Serie A,22-221,2003.0,13,482,37,15.8,5.4,5,67.0,1,8,18.0,17,1.54,9,6,3,0.56,0.63,719,ar ARG,MF,it Serie A,22-221,2003.0,5.4,1,0,0,6,15,3,6,2,2,0,0.0,0.5601659751037344,0.37344398340248963,0.2800829875518672,0.22079532611394437,0.059287661437922856
804,Carlos Espí,es ESP,FW,Levante,es La Liga,20.0,2005.0,20,8,899,10.0,8,0,8,8,0,0,3,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,804,es ESP,FW,es La Liga,20-278,2005.0,10.0,8,33,17,51.5,3.3,1.7,0.24,0.47,0,0,1001,es ESP,FW,es La Liga,20-278,2005.0,20,899,45,30.3,10.0,8,80.0,2,12,21.0,9,1.15,16,11,5,0.5,1.28,804,es ESP,FW,es La Liga,20-278,2005.0,10.0,3,0,0,22,17,7,1,4,4,0,0.8008898776418243,0.0,0.40044493882091214,0.4404894327030034,0.3814192711804688,0.05907016152253458
343,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,22.0,2003.0,29,9,952,10.6,5,3,8,5,0,0,1,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,343,fr FRA,FW,it Serie A,22-185,2003.0,10.6,5,21,9,42.9,1.99,0.85,0.24,0.56,0,0,427,fr FRA,FW,it Serie A,22-185,2003.0,29,952,33,31.1,10.6,9,67.0,1,20,17.0,2,2.21,30,11,19,1.8,0.52,343,fr FRA,FW,it Serie A,22-185,2003.0,10.6,1,0,0,16,19,8,3,1,9,0,0.47268907563025214,0.28361344537815125,0.09453781512605042,0.3025210084033614,0.2437634357917147,0.058757572611646686
1811,Bilal Nadir,ma MAR,MF,Marseille,fr Ligue 1,22.0,2003.0,20,5,598,6.6,0,4,4,0,0,0,6,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,1811,ma MAR,MF,fr Ligue 1,22-151,2003.0,6.6,0,7,1,14.3,1.05,0.15,0.0,0.0,0,0,2267,ma MAR,MF,fr Ligue 1,22-151,2003.0,20,598,30,21.4,6.6,5,70.0,1,15,17.0,4,1.4,22,5,17,2.56,2.52,1811,ma MAR,MF,fr Ligue 1,22-151,2003.0,6.6,6,1,1,24,4,1,10,6,9,0,0.0,0.6020066889632107,0.9030100334448161,0.45150501672240806,0.39279398243894276,0.0587110342834653
2116,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,22.0,2003.0,8,0,119,1.3,1,0,1,1,0,0,1,0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,2116,am ARM,FW,de Bundesliga,22-282,2003.0,1.3,1,4,2,50.0,3.03,1.51,0.25,0.5,0,0,2669,am ARM,FW,de Bundesliga,22-282,2003.0,8,119,15,4.3,1.3,0,,0,8,15.0,5,0.63,3,2,1,0.76,1.26,2116,am ARM,FW,de Bundesliga,22-282,2003.0,1.3,1,0,0,1,1,0,5,1,1,0,0.7563025210084033,0.0,0.7563025210084033,0.5294117647058824,0.4714637220994075,0.05794804260647485
279,Iker Benito,es ESP,MF,Osasuna,es La Liga,23.0,2002.0,5,1,150,1.7,1,0,1,1,0,0,1,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,279,es ESP,MF,es La Liga,23-261,2002.0,1.7,1,2,1,50.0,1.2,0.6,0.5,1.0,0,0,346,es ESP,MF,es La Liga,23-261,2002.0,5,150,30,5.1,1.7,1,71.0,0,4,20.0,3,0.8,2,1,1,0.6,0.66,279,es ESP,MF,es La Liga,23-261,2002.0,1.7,1,0,0,3,3,0,5,2,0,0,0.6000000000000001,0.0,1.2000000000000002,0.6000000000000001,0.5425387028504951,0.057461297149504986
2707,Lamine Yamal,es ESP,"MF,FW",Barcelona,es La Liga,18.0,2007.0,28,26,2262,25.1,16,11,27,13,3,4,1,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,2707,es ESP,"MF,FW",es La Liga,18-289,2007.0,25.1,16,117,37,31.6,4.66,1.47,0.11,0.35,3,4,3408,es ESP,"MF,FW",es La Liga,18-289,2007.0,28,2262,81,76.2,25.1,26,85.0,16,2,29.0,0,2.61,62,23,39,1.55,-0.74,2707,es ESP,"MF,FW",es La Liga,18-289,2007.0,25.1,1,0,0,28,52,14,77,8,20,0,0.636604774535809,0.43766578249336874,0.3183023872679045,0.4814323607427056,0.42456010563656593,0.05687225510613969
1245,Eli Junior Kroupi,fr FRA,"MF,FW",Bournemouth,eng Premier League,19.0,2006.0,29,17,1378,15.3,11,0,11,10,1,1,5,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,1245,fr FRA,"MF,FW",eng Premier League,19-309,2006.0,15.3,11,39,18,46.2,2.55,1.18,0.26,0.56,1,1,1552,fr FRA,"MF,FW",eng Premier League,19-309,2006.0,29,1378,48,45.0,15.3,17,70.0,0,12,16.0,5,1.38,26,20,6,0.39,0.71,1245,fr FRA,"MF,FW",eng Premier League,19-309,2006.0,15.3,5,0,0,20,10,4,9,8,6,0,0.718432510885341,0.0,0.5224963715529753,0.444121915820029,0.3874878005695269,0.056634115250502104
1976,Pablo Pagis,fr FRA,"MF,FW",Lorient,fr Ligue 1,23.0,2002.0,25,20,1590,17.7,9,3,12,7,2,2,1,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,1976,fr FRA,"MF,FW",fr Ligue 1,23-120,2002.0,17.7,9,55,17,30.9,3.11,0.96,0.13,0.41,2,2,2479,fr FRA,"MF,FW",fr Ligue 1,23-120,2002.0,25,1590,64,57.0,17.7,20,73.0,2,5,28.0,1,1.44,27,25,2,0.11,0.64,1976,fr FRA,"MF,FW",fr Ligue 1,23-120,2002.0,17.7,1,0,0,21,24,2,90,18,17,0,0.5094339622641509,0.16981132075471697,1.0188679245283019,0.560377358490566,0.5039096909184957,0.056467667572070335
735,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,23.0,2003.0,20,19,1515,16.8,5,3,8,5,0,0,6,0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,735,ml MLI,MF,fr Ligue 1,23-069,2003.0,16.8,5,38,12,31.6,2.26,0.71,0.13,0.42,0,0,918,ml MLI,MF,fr Ligue 1,23-069,2003.0,20,1515,76,56.1,16.8,19,79.0,4,1,22.0,0,1.55,28,21,7,0.42,1.4,735,ml MLI,MF,fr Ligue 1,23-069,2003.0,16.8,6,0,0,26,18,2,19,18,28,0,0.297029702970297,0.1782178217821782,1.0693069306930694,0.49306930693069306,0.438036625323804,0.05503268160688907
2130,Rayan,br BRA,MF,Bournemouth,eng Premier League,19.0,2006.0,11,9,793,8.8,3,2,5,3,0,0,1,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,2130,br BRA,MF,eng Premier League,19-268,2006.0,8.8,3,18,6,33.3,2.04,0.68,0.17,0.5,0,0,2684,br BRA,MF,eng Premier League,19-268,2006.0,11,793,72,25.9,8.8,9,83.0,2,2,24.0,0,1.73,10,9,1,0.11,0.15,2130,br BRA,MF,eng Premier League,19-268,2006.0,8.8,1,0,0,6,5,0,21,4,4,0,0.34047919293820933,0.22698612862547288,0.45397225725094575,0.3404791929382093,0.28552165114540395,0.05495754179280532
1908,Noam Obougou Jacquet,fr FRA,FW,Le Havre,fr Ligue 1,20.0,2006.0,5,0,104,1.2,1,0,1,1,0,0,0,0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,1908,fr FRA,FW,fr Ligue 1,20-044,2006.0,1.2,1,4,3,75.0,3.46,2.6,0.25,0.33,0,0,2386,fr FRA,FW,fr Ligue 1,20-044,2006.0,5,104,21,3.7,1.2,0,,0,5,21.0,6,1.0,1,0,1,0.87,1.33,1908,fr FRA,FW,fr Ligue 1,20-044,2006.0,1.2,0,0,0,5,3,0,2,1,0,0,0.8653846153846154,0.0,0.8653846153846154,0.6057692307692308,0.5523368900254729,0.05343234074375791
1529,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,20.0,2005.0,19,3,456,5.1,1,0,1,1,0,0,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1529,fr FRA,FW,fr Ligue 1,20-197,2005.0,5.1,1,14,4,28.6,2.76,0.79,0.07,0.25,0,0,1920,fr FRA,FW,fr Ligue 1,20-197,2005.0,19,456,24,16.3,5.1,3,66.0,0,16,16.0,4,0.95,5,7,-2,-0.39,0.18,1529,fr FRA,FW,fr Ligue 1,20-197,2005.0,5.1,0,0,0,9,4,4,3,0,3,0,0.19736842105263158,0.0,0.0,0.07894736842105264,0.025962912300610305,0.052984456120442336
1625,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,23.0,2003.0,28,12,1363,15.1,8,1,9,7,1,2,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,1625,hr CRO,FW,de Bundesliga,23-028,2003.0,15.1,8,47,16,34.0,3.1,1.06,0.15,0.44,1,2,2036,hr CRO,FW,de Bundesliga,23-028,2003.0,28,1363,49,48.9,15.1,12,84.0,7,16,22.0,1,1.54,20,23,-3,-0.2,0.12,1625,hr CRO,FW,de Bundesliga,23-028,2003.0,15.1,0,0,0,38,20,6,0,8,11,0,0.5282465150403521,0.06603081438004402,0.5282465150403521,0.3895818048422597,0.33676345534466684,0.05281834949759284
1667,Kader Meïté,fr FRA,FW,Rennes,fr Ligue 1,18.0,2007.0,17,6,535,5.9,3,2,5,3,0,0,0,0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,1667,fr FRA,FW,fr Ligue 1,18-199,2007.0,5.9,3,22,7,31.8,3.7,1.18,0.14,0.43,0,0,2089,fr FRA,FW,fr Ligue 1,18-199,2007.0,17,535,31,19.2,5.9,6,52.0,0,11,20.0,2,1.59,14,5,9,1.51,1.39,1667,fr FRA,FW,fr Ligue 1,18-199,2007.0,5.9,0,0,0,12,4,8,3,1,2,0,0.5046728971962616,0.33644859813084116,0.16822429906542058,0.35327102803738314,0.30204204552292935,0.05122898251445379
1961,Assan Ouedraogo,de GER,MF,RB Leipzig,de Bundesliga,19.0,2006.0,16,11,764,8.5,3,3,6,3,0,0,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,1961,de GER,MF,de Bundesliga,19-354,2006.0,8.5,3,24,11,45.8,2.83,1.3,0.13,0.27,0,0,2459,de GER,MF,de Bundesliga,19-354,2006.0,16,764,48,27.4,8.5,11,66.0,0,5,8.0,0,2.5,25,8,17,2.0,1.69,1961,de GER,MF,de Bundesliga,19-354,2006.0,8.5,0,0,0,4,19,1,3,3,6,0,0.3534031413612565,0.3534031413612565,0.3534031413612565,0.3534031413612565,0.3026838549115236,0.05071928644973289
2134,Luca Reggiani,it ITA,DF,Dortmund,de Bundesliga,18.0,2008.0,5,3,244,2.7,1,0,1,1,0,0,1,0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,2134,it ITA,DF,de Bundesliga,18-109,2008.0,2.7,1,2,1,50.0,0.74,0.37,0.5,1.0,0,0,2689,it ITA,DF,de Bundesliga,18-109,2008.0,5,244,49,8.7,2.7,3,66.0,1,2,23.0,5,2.6,4,4,0,0.0,-1.2,2134,it ITA,DF,de Bundesliga,18-109,2008.0,2.7,1,0,0,2,0,0,1,2,7,0,0.36885245901639346,0.0,0.7377049180327869,0.36885245901639346,0.3213879343942706,0.04746452462212286
1483,Fermin López,es ESP,MF,Barcelona,es La Liga,22.0,2003.0,27,16,1575,17.5,6,8,14,6,0,0,3,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,1483,es ESP,MF,es La Liga,22-352,2003.0,17.5,6,60,21,35.0,3.43,1.2,0.1,0.29,0,0,1860,es ESP,MF,es La Liga,22-352,2003.0,27,1575,58,53.0,17.5,16,76.0,6,11,33.0,1,2.59,49,17,32,1.83,0.22,1483,es ESP,MF,es La Liga,22-352,2003.0,17.5,3,0,0,28,19,5,31,6,22,0,0.34285714285714286,0.45714285714285713,0.34285714285714286,0.3771428571428571,0.3306323267320353,0.046510530410821815
1720,Fabio Miretti,it ITA,MF,Juventus,it Serie A,22.0,2003.0,20,5,573,6.4,1,2,3,1,0,0,1,0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,1720,it ITA,MF,it Serie A,22-268,2003.0,6.4,1,16,4,25.0,2.51,0.63,0.06,0.25,0,0,2155,it ITA,MF,it Serie A,22-268,2003.0,20,573,29,18.7,6.4,5,68.0,0,15,15.0,7,2.0,17,5,12,1.88,1.31,1720,it ITA,MF,it Serie A,22-268,2003.0,6.4,1,0,0,14,6,0,14,4,9,0,0.15706806282722513,0.31413612565445026,0.6282722513089005,0.3455497382198953,0.2996809984118533,0.045868739808042014
971,Martial Godo,ci CIV,MF,Strasbourg,fr Ligue 1,23.0,2003.0,25,15,1323,14.7,8,1,9,8,0,0,2,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,971,ci CIV,MF,fr Ligue 1,23-045,2003.0,14.7,8,36,14,38.9,2.45,0.95,0.22,0.57,0,0,1221,ci CIV,MF,fr Ligue 1,23-045,2003.0,25,1323,53,49.0,14.7,15,78.0,6,10,15.0,2,1.6,33,17,16,1.09,1.48,971,ci CIV,MF,fr Ligue 1,23-045,2003.0,14.7,2,0,0,14,25,8,24,12,13,0,0.54421768707483,0.06802721088435375,0.8163265306122449,0.48299319727891155,0.4374436631910825,0.045549534087829024
295,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18.0,2007.0,17,6,531,5.9,2,1,3,2,0,0,3,0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,295,es ESP,MF,es La Liga,18-337,2007.0,5.9,2,6,2,33.3,1.02,0.34,0.33,1.0,0,0,367,es ESP,MF,es La Liga,18-337,2007.0,17,531,31,17.9,5.9,6,58.0,0,11,17.0,10,2.82,17,6,11,1.86,0.17,295,es ESP,MF,es La Liga,18-337,2007.0,5.9,3,0,0,11,7,0,1,6,13,0,0.3389830508474576,0.1694915254237288,1.0169491525423728,0.4915254237288135,0.4461490727710983,0.04537635095771525
1745,Afonso Moreira,pt POR,"MF,FW",Lyon,fr Ligue 1,21.0,2005.0,24,15,1452,16.1,3,7,10,3,0,0,3,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,1745,pt POR,"MF,FW",fr Ligue 1,21-040,2005.0,16.1,3,32,11,34.4,1.98,0.68,0.09,0.27,0,0,2192,pt POR,"MF,FW",fr Ligue 1,21-040,2005.0,24,1452,61,52.0,16.1,15,88.0,10,9,15.0,2,2.04,30,15,15,0.93,0.86,1745,pt POR,"MF,FW",fr Ligue 1,21-040,2005.0,16.1,3,0,0,22,43,4,93,9,19,0,0.1859504132231405,0.43388429752066116,0.5578512396694215,0.371900826446281,0.32666141123290826,0.04523941521337271
2063,Yeremi Pino,es ESP,MF,Villarreal,es La Liga,23.0,2002.0,2,2,159,1.8,0,1,1,0,0,0,0,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,2063,es ESP,MF,es La Liga,23-190,2002.0,1.8,0,2,1,50.0,1.13,0.57,0.0,0.0,0,0,2590,es ESP,MF,es La Liga,23-190,2002.0,2,159,80,5.4,1.8,2,80.0,1,0,,0,3.0,7,0,7,3.96,3.51,2063,es ESP,MF,es La Liga,23-190,2002.0,1.8,0,0,0,2,0,0,12,3,1,0,0.0,0.5660377358490566,1.6981132075471697,0.6792452830188678,0.6344521306508695,0.0447931523679983
2273,Selton Sánchez,es ESP,MF,Athletic Club,es La Liga,19.0,2007.0,7,2,196,2.2,0,1,1,0,0,0,0,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,2273,es ESP,MF,es La Liga,19-067,2007.0,2.2,0,4,1,25.0,1.84,0.46,0.0,0.0,0,0,2862,es ESP,MF,es La Liga,19-067,2007.0,7,196,28,6.6,2.2,2,54.0,0,5,18.0,12,1.43,3,4,-1,-0.46,-0.1,2273,es ESP,MF,es La Liga,19-067,2007.0,2.2,0,0,0,5,5,1,0,1,2,0,0.0,0.4591836734693877,0.4591836734693877,0.2755102040816326,0.23085635673013707,0.04465384735149555
292,Medon Berisha,al ALB,MF,Lecce,it Serie A,22.0,2003.0,13,12,871,9.7,2,3,5,2,0,0,0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,292,al ALB,MF,it Serie A,22-189,2003.0,9.7,2,24,5,20.8,2.48,0.52,0.08,0.4,0,0,364,al ALB,MF,it Serie A,22-189,2003.0,13,871,67,28.5,9.7,12,70.0,1,1,28.0,2,1.23,7,10,-3,-0.31,0.55,292,al ALB,MF,it Serie A,22-189,2003.0,9.7,0,0,0,11,10,1,58,5,12,0,0.2066590126291619,0.3099885189437428,0.5166475315729048,0.330654420206659,0.2867319577536571,0.04392246245300191
252,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,23.0,2002.0,29,21,1808,20.1,9,4,13,9,0,0,3,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,252,de GER,"MF,FW",de Bundesliga,23-193,2002.0,20.1,9,48,20,41.7,2.39,1.0,0.19,0.45,0,0,316,de GER,"MF,FW",de Bundesliga,23-193,2002.0,29,1808,62,64.8,20.1,21,78.0,3,8,23.0,1,2.17,44,16,28,1.39,0.84,252,de GER,"MF,FW",de Bundesliga,23-193,2002.0,20.1,3,0,0,26,20,3,25,8,14,0,0.4480088495575221,0.19911504424778761,0.39823008849557523,0.3584070796460177,0.31594866233804514,0.04245841730797256
857,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,22.0,2004.0,10,3,309,3.4,1,1,2,1,0,0,1,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,857,de GER,DF,de Bundesliga,22-032,2004.0,3.4,1,2,1,50.0,0.58,0.29,0.5,1.0,0,0,1077,de GER,DF,de Bundesliga,22-032,2004.0,10,309,31,11.1,3.4,3,86.0,2,7,7.0,13,2.6,7,5,2,0.58,-0.22,857,de GER,DF,de Bundesliga,22-032,2004.0,3.4,1,0,0,2,2,0,25,6,7,0,0.29126213592233013,0.29126213592233013,1.7475728155339805,0.7281553398058253,0.6871505285668331,0.041004811238992134
